
Section	Id	Action
Main	30025	Track: Set stereo width (or right channel pan) for track 24 (MIDI CC/OSC only)
Main	30026	Track: Set stereo width (or right channel pan) for track 25 (MIDI CC/OSC only)
Main	30027	Track: Set stereo width (or right channel pan) for track 26 (MIDI CC/OSC only)
Main	30028	Track: Set stereo width (or right channel pan) for track 27 (MIDI CC/OSC only)
Main	30029	Track: Set stereo width (or right channel pan) for track 28 (MIDI CC/OSC only)
Main	30030	Track: Set stereo width (or right channel pan) for track 29 (MIDI CC/OSC only)
Main	30031	Track: Set stereo width (or right channel pan) for track 30 (MIDI CC/OSC only)
Main	30032	Track: Set stereo width (or right channel pan) for track 31 (MIDI CC/OSC only)
Main	30033	Track: Set stereo width (or right channel pan) for track 32 (MIDI CC/OSC only)
Main	30034	Track: Set stereo width (or right channel pan) for track 33 (MIDI CC/OSC only)
Main	30035	Track: Set stereo width (or right channel pan) for track 34 (MIDI CC/OSC only)
Main	30036	Track: Set stereo width (or right channel pan) for track 35 (MIDI CC/OSC only)
Main	30037	Track: Set stereo width (or right channel pan) for track 36 (MIDI CC/OSC only)
Main	30038	Track: Set stereo width (or right channel pan) for track 37 (MIDI CC/OSC only)
Main	30039	Track: Set stereo width (or right channel pan) for track 38 (MIDI CC/OSC only)
Main	30040	Track: Set stereo width (or right channel pan) for track 39 (MIDI CC/OSC only)
Main	30041	Track: Set stereo width (or right channel pan) for track 40 (MIDI CC/OSC only)
Main	30042	Track: Set stereo width (or right channel pan) for track 41 (MIDI CC/OSC only)
Main	30043	Track: Set stereo width (or right channel pan) for track 42 (MIDI CC/OSC only)
Main	30044	Track: Set stereo width (or right channel pan) for track 43 (MIDI CC/OSC only)
Main	30045	Track: Set stereo width (or right channel pan) for track 44 (MIDI CC/OSC only)
Main	30046	Track: Set stereo width (or right channel pan) for track 45 (MIDI CC/OSC only)
Main	30047	Track: Set stereo width (or right channel pan) for track 46 (MIDI CC/OSC only)
Main	30048	Track: Set stereo width (or right channel pan) for track 47 (MIDI CC/OSC only)
Main	30049	Track: Set stereo width (or right channel pan) for track 48 (MIDI CC/OSC only)
Main	30050	Track: Set stereo width (or right channel pan) for track 49 (MIDI CC/OSC only)
Main	30051	Track: Set stereo width (or right channel pan) for track 50 (MIDI CC/OSC only)
Main	30052	Track: Set stereo width (or right channel pan) for track 51 (MIDI CC/OSC only)
Main	30053	Track: Set stereo width (or right channel pan) for track 52 (MIDI CC/OSC only)
Main	30054	Track: Set stereo width (or right channel pan) for track 53 (MIDI CC/OSC only)
Main	30055	Track: Set stereo width (or right channel pan) for track 54 (MIDI CC/OSC only)
Main	30056	Track: Set stereo width (or right channel pan) for track 55 (MIDI CC/OSC only)
Main	30057	Track: Set stereo width (or right channel pan) for track 56 (MIDI CC/OSC only)
Main	30058	Track: Set stereo width (or right channel pan) for track 57 (MIDI CC/OSC only)
Main	30059	Track: Set stereo width (or right channel pan) for track 58 (MIDI CC/OSC only)
Main	30060	Track: Set stereo width (or right channel pan) for track 59 (MIDI CC/OSC only)
Main	30061	Track: Set stereo width (or right channel pan) for track 60 (MIDI CC/OSC only)
Main	30062	Track: Set stereo width (or right channel pan) for track 61 (MIDI CC/OSC only)
Main	30063	Track: Set stereo width (or right channel pan) for track 62 (MIDI CC/OSC only)
Main	30064	Track: Set stereo width (or right channel pan) for track 63 (MIDI CC/OSC only)
Main	30065	Track: Set stereo width (or right channel pan) for track 64 (MIDI CC/OSC only)
Main	30066	Track: Set stereo width (or right channel pan) for track 65 (MIDI CC/OSC only)
Main	30067	Track: Set stereo width (or right channel pan) for track 66 (MIDI CC/OSC only)
Main	30068	Track: Set stereo width (or right channel pan) for track 67 (MIDI CC/OSC only)
Main	30069	Track: Set stereo width (or right channel pan) for track 68 (MIDI CC/OSC only)
Main	30070	Track: Set stereo width (or right channel pan) for track 69 (MIDI CC/OSC only)
Main	30071	Track: Set stereo width (or right channel pan) for track 70 (MIDI CC/OSC only)
Main	30072	Track: Set stereo width (or right channel pan) for track 71 (MIDI CC/OSC only)
Main	30073	Track: Set stereo width (or right channel pan) for track 72 (MIDI CC/OSC only)
Main	30074	Track: Set stereo width (or right channel pan) for track 73 (MIDI CC/OSC only)
Main	30075	Track: Set stereo width (or right channel pan) for track 74 (MIDI CC/OSC only)
Main	30076	Track: Set stereo width (or right channel pan) for track 75 (MIDI CC/OSC only)
Main	30077	Track: Set stereo width (or right channel pan) for track 76 (MIDI CC/OSC only)
Main	30078	Track: Set stereo width (or right channel pan) for track 77 (MIDI CC/OSC only)
Main	30079	Track: Set stereo width (or right channel pan) for track 78 (MIDI CC/OSC only)
Main	30080	Track: Set stereo width (or right channel pan) for track 79 (MIDI CC/OSC only)
Main	30081	Track: Set stereo width (or right channel pan) for track 80 (MIDI CC/OSC only)
Main	30082	Track: Set stereo width (or right channel pan) for track 81 (MIDI CC/OSC only)
Main	30083	Track: Set stereo width (or right channel pan) for track 82 (MIDI CC/OSC only)
Main	30084	Track: Set stereo width (or right channel pan) for track 83 (MIDI CC/OSC only)
Main	30085	Track: Set stereo width (or right channel pan) for track 84 (MIDI CC/OSC only)
Main	30086	Track: Set stereo width (or right channel pan) for track 85 (MIDI CC/OSC only)
Main	30087	Track: Set stereo width (or right channel pan) for track 86 (MIDI CC/OSC only)
Main	30088	Track: Set stereo width (or right channel pan) for track 87 (MIDI CC/OSC only)
Main	30089	Track: Set stereo width (or right channel pan) for track 88 (MIDI CC/OSC only)
Main	30090	Track: Set stereo width (or right channel pan) for track 89 (MIDI CC/OSC only)
Main	30091	Track: Set stereo width (or right channel pan) for track 90 (MIDI CC/OSC only)
Main	30092	Track: Set stereo width (or right channel pan) for track 91 (MIDI CC/OSC only)
Main	30093	Track: Set stereo width (or right channel pan) for track 92 (MIDI CC/OSC only)
Main	30094	Track: Set stereo width (or right channel pan) for track 93 (MIDI CC/OSC only)
Main	30095	Track: Set stereo width (or right channel pan) for track 94 (MIDI CC/OSC only)
Main	30096	Track: Set stereo width (or right channel pan) for track 95 (MIDI CC/OSC only)
Main	30097	Track: Set stereo width (or right channel pan) for track 96 (MIDI CC/OSC only)
Main	30098	Track: Set stereo width (or right channel pan) for track 97 (MIDI CC/OSC only)
Main	30099	Track: Set stereo width (or right channel pan) for track 98 (MIDI CC/OSC only)
Main	30100	Track: Set stereo width (or right channel pan) for track 99 (MIDI CC/OSC only)
Main	30101	Track: Set stereo width (or right channel pan) for last touched track (MIDI CC/OSC only)
Main	39000	Set default mouse modifier action for "Media item left drag" to "No action"
Main	39001	Set default mouse modifier action for "Media item left drag" to "Move item"
Main	39002	Set default mouse modifier action for "Media item left drag" to "Copy item"
Main	39003	Set default mouse modifier action for "Media item left drag" to "Move item contents ignoring snap"
Main	39004	Set default mouse modifier action for "Media item left drag" to "Move item ignoring snap"
Main	39005	Set default mouse modifier action for "Media item left drag" to "Copy item ignoring snap"
Main	39006	Set default mouse modifier action for "Media item left drag" to "Move item edges but not content"
Main	39007	Set default mouse modifier action for "Media item left drag" to "Render item to new file"
Main	39008	Set default mouse modifier action for "Media item left drag" to "Open source file in editor or external application"
Main	39009	Set default mouse modifier action for "Media item left drag" to "Move item ignoring selection/grouping"
Main	39010	Set default mouse modifier action for "Media item left drag" to "Move item ignoring snap and selection/grouping"
Main	39011	Set default mouse modifier action for "Media item left drag" to "Adjust take pitch (semitones)"
Main	39012	Set default mouse modifier action for "Media item left drag" to "Adjust take pitch (fine)"
Main	39013	Set default mouse modifier action for "Media item left drag" to "Move item ignoring time selection" (factory default)
Main	39014	Set default mouse modifier action for "Media item left drag" to "Move item ignoring snap and time selection"
Main	39015	Set default mouse modifier action for "Media item left drag" to "Move item ignoring time selection and selection/grouping"
Main	39016	Set default mouse modifier action for "Media item left drag" to "Move item ignoring snap, time selection, and selection/grouping"
Main	39017	Set default mouse modifier action for "Media item left drag" to "Copy item ignoring time selection"
Main	39018	Set default mouse modifier action for "Media item left drag" to "Copy item ignoring snap and time selection"
Main	39019	Set default mouse modifier action for "Media item left drag" to "Select time"
Main	39020	Set default mouse modifier action for "Media item left drag" to "Adjust item volume"
Main	39021	Set default mouse modifier action for "Media item left drag" to "Adjust item volume (fine)"
Main	39022	Set default mouse modifier action for "Media item left drag" to "Move item and time selection"
Main	39023	Set default mouse modifier action for "Media item left drag" to "Move item and time selection ignoring snap"
Main	39024	Set default mouse modifier action for "Media item left drag" to "Copy item and move time selection"
Main	39025	Set default mouse modifier action for "Media item left drag" to "Copy item and move time selection ignoring snap"
Main	39026	Set default mouse modifier action for "Media item left drag" to "Select time ignoring snap"
Main	39027	Set default mouse modifier action for "Media item left drag" to "Marquee select items"
Main	39028	Set default mouse modifier action for "Media item left drag" to "Marquee select items and time"
Main	39029	Set default mouse modifier action for "Media item left drag" to "Marquee select items and time ignoring snap"
Main	39030	Set default mouse modifier action for "Media item left drag" to "Marquee toggle item selection"
Main	39031	Set default mouse modifier action for "Media item left drag" to "Marquee add to item selection"
Main	39032	Set default mouse modifier action for "Media item bottom half left drag" to "Pass through to item drag context" (factory default)
Main	39033	Set default mouse modifier action for "Media item bottom half left drag" to "Move item"
Main	39034	Set default mouse modifier action for "Media item bottom half left drag" to "Copy item"
Main	39035	Set default mouse modifier action for "Media item bottom half left drag" to "Move item contents ignoring snap"
Main	39036	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring snap"
Main	39037	Set default mouse modifier action for "Media item bottom half left drag" to "Copy item ignoring snap"
Main	39038	Set default mouse modifier action for "Media item bottom half left drag" to "Move item edges but not content"
Main	39039	Set default mouse modifier action for "Media item bottom half left drag" to "Render item to new file"
Main	39040	Set default mouse modifier action for "Media item bottom half left drag" to "Open source file in editor or external application"
Main	39041	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring selection/grouping"
Main	39042	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring snap and selection/grouping"
Main	39043	Set default mouse modifier action for "Media item bottom half left drag" to "Adjust take pitch (semitones)"
Main	39044	Set default mouse modifier action for "Media item bottom half left drag" to "Adjust take pitch (fine)"
Main	39045	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring time selection"
Main	39046	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring snap and time selection"
Main	39047	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring time selection and selection/grouping"
Main	39048	Set default mouse modifier action for "Media item bottom half left drag" to "Move item ignoring snap, time selection, and selection/grouping"
Main	39049	Set default mouse modifier action for "Media item bottom half left drag" to "Copy item ignoring time selection"
Main	39050	Set default mouse modifier action for "Media item bottom half left drag" to "Copy item ignoring snap and time selection"
Main	39051	Set default mouse modifier action for "Media item bottom half left drag" to "Select time"
Main	39052	Set default mouse modifier action for "Media item bottom half left drag" to "Adjust item volume"
Main	39053	Set default mouse modifier action for "Media item bottom half left drag" to "Adjust item volume (fine)"
Main	39054	Set default mouse modifier action for "Media item bottom half left drag" to "Move item and time selection"
Main	39055	Set default mouse modifier action for "Media item bottom half left drag" to "Move item and time selection ignoring snap"
Main	39056	Set default mouse modifier action for "Media item bottom half left drag" to "Copy item and move time selection"
Main	39057	Set default mouse modifier action for "Media item bottom half left drag" to "Copy item and move time selection ignoring snap"
Main	39058	Set default mouse modifier action for "Media item bottom half left drag" to "Select time ignoring snap"
Main	39059	Set default mouse modifier action for "Media item bottom half left drag" to "Marquee select items"
Main	39060	Set default mouse modifier action for "Media item bottom half left drag" to "Marquee select items and time"
Main	39061	Set default mouse modifier action for "Media item bottom half left drag" to "Marquee select items and time ignoring snap"
Main	39062	Set default mouse modifier action for "Media item bottom half left drag" to "Marquee toggle item selection"
Main	39063	Set default mouse modifier action for "Media item bottom half left drag" to "Marquee add to item selection"
Main	39064	Set default mouse modifier action for "Media item edge left drag" to "No action"
Main	39065	Set default mouse modifier action for "Media item edge left drag" to "Move edge"
Main	39066	Set default mouse modifier action for "Media item edge left drag" to "Stretch item"
Main	39067	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring snap"
Main	39068	Set default mouse modifier action for "Media item edge left drag" to "Stretch item ignoring snap"
Main	39069	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring selection/grouping"
Main	39070	Set default mouse modifier action for "Media item edge left drag" to "Stretch item ignoring selection/grouping"
Main	39071	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring snap and selection/grouping"
Main	39072	Set default mouse modifier action for "Media item edge left drag" to "Stretch item ignoring snap and selection/grouping"
Main	39073	Set default mouse modifier action for "Media item edge left drag" to "Move edge (relative edge edit)" (factory default)
Main	39074	Set default mouse modifier action for "Media item edge left drag" to "Stretch item (relative edge edit)"
Main	39075	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring snap (relative edge edit)"
Main	39076	Set default mouse modifier action for "Media item edge left drag" to "Stretch item ignoring snap (relative edge edit)"
Main	39077	Set default mouse modifier action for "Media item edge left drag" to "Move edge without changing fade time"
Main	39078	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring snap without changing fade time"
Main	39079	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring selection/grouping without changing fade time"
Main	39080	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring snap and selection/grouping without changing fade time"
Main	39081	Set default mouse modifier action for "Media item edge left drag" to "Move edge without changing fade time (relative edge edit)"
Main	39082	Set default mouse modifier action for "Media item edge left drag" to "Move edge ignoring snap without changing fade time (relative edge edit)"
Main	39083	Set default mouse modifier action for "Media item edge left drag" to "Adjust loop section start/end"
Main	39084	Set default mouse modifier action for "Media item edge left drag" to "Adjust loop section start/end ignoring snap"
Main	39096	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "No action"
Main	39097	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring snap" (factory default)
Main	39098	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade ignoring snap"
Main	39099	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade and stretch crossfaded items ignoring snap"
Main	39100	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade and stretch items ignoring snap"
Main	39101	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring snap and selection/grouping"
Main	39102	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade ignoring snap and selection/grouping"
Main	39103	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade and stretch crossfaded items ignoring snap and selection/grouping"
Main	39104	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade and stretch items ignoring snap and selection/grouping"
Main	39105	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring snap (relative edge edit)"
Main	39106	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade ignoring snap (relative edge edit)"
Main	39107	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade and stretch crossfaded items ignoring snap (relative edge edit)"
Main	39108	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade and stretch items ignoring snap (relative edge edit)"
Main	39109	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Adjust fade curve"
Main	39110	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Adjust fade curve ignoring selection/grouping"
Main	39111	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Adjust fade curve ignoring crossfaded items"
Main	39112	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Adjust fade curve ignoring crossfaded items and selection/grouping"
Main	39113	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring snap and crossfaded items"
Main	39114	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring snap, selection/grouping, and crossfaded items"
Main	39115	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring snap and crossfaded items (relative edge edit)"
Main	39116	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade"
Main	39117	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade"
Main	39118	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade and stretch crossfaded items"
Main	39119	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade and stretch items"
Main	39120	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade ignoring selection/grouping"
Main	39121	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade ignoring selection/grouping"
Main	39122	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade and stretch crossfaded items ignoring selection/grouping"
Main	39123	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade and stretch items ignoring selection/grouping"
Main	39124	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade (relative edge edit)"
Main	39125	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade (relative edge edit)"
Main	39126	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move fade and stretch crossfaded items (relative edge edit)"
Main	39127	Set default mouse modifier action for "Media item fade/autocrossfade left drag" to "Move crossfade and stretch items (relative edge edit)"
Main	39128	Set default mouse modifier action for "Envelope point left drag" to "No action"
Main	39129	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point" (factory default)
Main	39130	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point ignoring snap"
Main	39131	Set default mouse modifier action for "Envelope point left drag" to "Freehand draw envelope ignoring snap"
Main	39132	Set default mouse modifier action for "Envelope point left drag" to "Delete envelope point"
Main	39133	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point vertically (fine)"
Main	39134	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point on one axis only"
Main	39135	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point on one axis only ignoring snap"
Main	39136	Set default mouse modifier action for "Envelope point left drag" to "Copy envelope point"
Main	39137	Set default mouse modifier action for "Envelope point left drag" to "Copy envelope point ignoring snap"
Main	39138	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point horizontally"
Main	39139	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point horizontally ignoring snap"
Main	39140	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point vertically"
Main	39141	Set default mouse modifier action for "Envelope point left drag" to "Freehand draw envelope"
Main	39160	Set default mouse modifier action for "Envelope segment left drag" to "No action"
Main	39161	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment ignoring time selection" (factory default)
Main	39162	Set default mouse modifier action for "Envelope segment left drag" to "Insert envelope point"
Main	39163	Set default mouse modifier action for "Envelope segment left drag" to "Insert envelope point ignoring snap"
Main	39164	Set default mouse modifier action for "Envelope segment left drag" to "Freehand draw envelope ignoring snap"
Main	39165	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment (fine)"
Main	39166	Set default mouse modifier action for "Envelope segment left drag" to "Edit envelope segment curvature"
Main	39167	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment"
Main	39168	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment preserving edge points"
Main	39169	Set default mouse modifier action for "Envelope segment left drag" to "Edit envelope segment curvature (gang selected points)"
Main	39170	Set default mouse modifier action for "Envelope segment left drag" to "Freehand draw envelope"
Main	39192	Set default mouse modifier action for "Track left drag" to "No action"
Main	39193	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item"
Main	39194	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item ignoring snap"
Main	39195	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track"
Main	39196	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track ignoring snap"
Main	39197	Set default mouse modifier action for "Track left drag" to "Draw an empty MIDI item"
Main	39198	Set default mouse modifier action for "Track left drag" to "Draw an empty MIDI item ignoring snap"
Main	39199	Set default mouse modifier action for "Track left drag" to "Select time" (factory default)
Main	39200	Set default mouse modifier action for "Track left drag" to "Select time ignoring snap"
Main	39201	Set default mouse modifier action for "Track left drag" to "Marquee select items"
Main	39202	Set default mouse modifier action for "Track left drag" to "Marquee select items and time"
Main	39203	Set default mouse modifier action for "Track left drag" to "Marquee select items and time ignoring snap"
Main	39204	Set default mouse modifier action for "Track left drag" to "Marquee toggle item selection"
Main	39205	Set default mouse modifier action for "Track left drag" to "Marquee add to item selection"
Main	39206	Set default mouse modifier action for "Track left drag" to "Move time selection"
Main	39207	Set default mouse modifier action for "Track left drag" to "Move time selection ignoring snap"
Main	39208	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item, pooling MIDI source data"
Main	39209	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item ignoring snap, pooling MIDI source data"
Main	39210	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track, pooling MIDI source data"
Main	39211	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track ignoring snap, pooling MIDI source data"
Main	39212	Set default mouse modifier action for "Track left drag" to "Edit loop points"
Main	39213	Set default mouse modifier action for "Track left drag" to "Edit loop points ignoring snap"
Main	39214	Set default mouse modifier action for "Track left drag" to "Marquee zoom"
Main	39215	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item, looping the visible or time-selected section"
Main	39216	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item ignoring snap, looping the visible or time-selected section"
Main	39224	Set default mouse modifier action for "Ruler left drag" to "No action"
Main	39225	Set default mouse modifier action for "Ruler left drag" to "Edit loop point" (factory default)
Main	39226	Set default mouse modifier action for "Ruler left drag" to "Edit loop point ignoring snap"
Main	39227	Set default mouse modifier action for "Ruler left drag" to "Move loop points"
Main	39228	Set default mouse modifier action for "Ruler left drag" to "Move loop points ignoring snap"
Main	39229	Set default mouse modifier action for "Ruler left drag" to "Edit loop point and time selection together"
Main	39230	Set default mouse modifier action for "Ruler left drag" to "Edit loop point and time selection together ignoring snap"
Main	39231	Set default mouse modifier action for "Ruler left drag" to "Move loop points and time selection together"
Main	39232	Set default mouse modifier action for "Ruler left drag" to "Move loop points and time selection together ignoring snap"
Main	39233	Set default mouse modifier action for "Ruler left drag" to "Hand scroll"
Main	39234	Set default mouse modifier action for "Ruler left drag" to "Hand scroll and horizontal zoom"
Main	39235	Set default mouse modifier action for "Ruler left drag" to "Hand scroll and reverse horizontal zoom (deprecated)"
Main	39236	Set default mouse modifier action for "Ruler left drag" to "Horizontal zoom"
Main	39237	Set default mouse modifier action for "Ruler left drag" to "Reverse horizontal zoom (deprecated)"
Main	39238	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor and horizontal zoom"
Main	39239	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor and reverse horizontal zoom (deprecated)"
Main	39240	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor and hand scroll"
Main	39241	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor, hand scroll and horizontal zoom"
Main	39242	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor, hand scroll and reverse horizontal zoom (deprecated)"
Main	39256	Set default mouse modifier action for "Arrange view right drag" to "No action"
Main	39257	Set default mouse modifier action for "Arrange view right drag" to "Marquee select items" (factory default)
Main	39258	Set default mouse modifier action for "Arrange view right drag" to "Marquee select items and time"
Main	39259	Set default mouse modifier action for "Arrange view right drag" to "Marquee select items and time ignoring snap"
Main	39260	Set default mouse modifier action for "Arrange view right drag" to "Select time"
Main	39261	Set default mouse modifier action for "Arrange view right drag" to "Select time ignoring snap"
Main	39262	Set default mouse modifier action for "Arrange view right drag" to "Marquee toggle item selection"
Main	39263	Set default mouse modifier action for "Arrange view right drag" to "Marquee add to item selection"
Main	39264	Set default mouse modifier action for "Arrange view right drag" to "Hand scroll"
Main	39265	Set default mouse modifier action for "Arrange view right drag" to "Scroll browser-style"
Main	39266	Set default mouse modifier action for "Arrange view right drag" to "Scrub audio"
Main	39267	Set default mouse modifier action for "Arrange view right drag" to "Jog audio"
Main	39268	Set default mouse modifier action for "Arrange view right drag" to "Scrub audio (looped-segment mode)"
Main	39269	Set default mouse modifier action for "Arrange view right drag" to "Jog audio (looped-segment mode)"
Main	39270	Set default mouse modifier action for "Arrange view right drag" to "Marquee zoom"
Main	39271	Set default mouse modifier action for "Arrange view right drag" to "Hand scroll and horizontal zoom"
Main	39272	Set default mouse modifier action for "Arrange view right drag" to "Hand scroll and reverse horizontal zoom (deprecated)"
Main	39273	Set default mouse modifier action for "Arrange view right drag" to "Horizontal zoom"
Main	39274	Set default mouse modifier action for "Arrange view right drag" to "Reverse horizontal zoom (deprecated)"
Main	39275	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor and horizontal zoom"
Main	39276	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor and reverse horizontal zoom (deprecated)"
Main	39277	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor and hand scroll"
Main	39278	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor, hand scroll and horizontal zoom"
Main	39279	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor, hand scroll and reverse horizontal zoom (deprecated)"
Main	39288	Set default mouse modifier action for "MIDI note left drag" to "No action"
Main	39289	Set default mouse modifier action for "MIDI note left drag" to "Move note" (factory default)
Main	39290	Set default mouse modifier action for "MIDI note left drag" to "Move note ignoring snap"
Main	39291	Set default mouse modifier action for "MIDI note left drag" to "Erase notes"
Main	39292	Set default mouse modifier action for "MIDI note left drag" to "Select time"
Main	39293	Set default mouse modifier action for "MIDI note left drag" to "Move note on one axis only"
Main	39294	Set default mouse modifier action for "MIDI note left drag" to "Move note on one axis only ignoring snap"
Main	39295	Set default mouse modifier action for "MIDI note left drag" to "Copy note"
Main	39296	Set default mouse modifier action for "MIDI note left drag" to "Copy note ignoring snap"
Main	39297	Set default mouse modifier action for "MIDI note left drag" to "Edit note velocity"
Main	39298	Set default mouse modifier action for "MIDI note left drag" to "Edit note velocity (fine)"
Main	39299	Set default mouse modifier action for "MIDI note left drag" to "Move note horizontally"
Main	39300	Set default mouse modifier action for "MIDI note left drag" to "Move note horizontally ignoring snap"
Main	39301	Set default mouse modifier action for "MIDI note left drag" to "Move note vertically"
Main	39302	Set default mouse modifier action for "MIDI note left drag" to "Select time ignoring snap"
Main	39303	Set default mouse modifier action for "MIDI note left drag" to "Marquee select notes"
Main	39304	Set default mouse modifier action for "MIDI note left drag" to "Marquee toggle note selection"
Main	39305	Set default mouse modifier action for "MIDI note left drag" to "Marquee add to note selection"
Main	39306	Set default mouse modifier action for "MIDI note left drag" to "Marquee select notes and time"
Main	39307	Set default mouse modifier action for "MIDI note left drag" to "Marquee select notes and time ignoring snap"
Main	39308	Set default mouse modifier action for "MIDI note left drag" to "Stretch note positions ignoring snap (arpeggiate)"
Main	39309	Set default mouse modifier action for "MIDI note left drag" to "Stretch note positions (arpeggiate)"
Main	39310	Set default mouse modifier action for "MIDI note left drag" to "Stretch note selection vertically (arpeggiate)"
Main	39311	Set default mouse modifier action for "MIDI note left drag" to "Stretch note lengths ignoring snap (arpeggiate legato)"
Main	39312	Set default mouse modifier action for "MIDI note left drag" to "Stretch note lengths (arpeggiate legato)"
Main	39313	Set default mouse modifier action for "MIDI note left drag" to "Copy note horizontally"
Main	39314	Set default mouse modifier action for "MIDI note left drag" to "Copy note horizontally ignoring snap"
Main	39315	Set default mouse modifier action for "MIDI note left drag" to "Copy note vertically"
Main	39316	Set default mouse modifier action for "MIDI note left drag" to "Select notes touched while dragging"
Main	39317	Set default mouse modifier action for "MIDI note left drag" to "Toggle selection for notes touched while dragging"
Main	39318	Set default mouse modifier action for "MIDI note left drag" to "Move note ignoring selection"
Main	39319	Set default mouse modifier action for "MIDI note left drag" to "Move note ignoring snap and selection"
Main	39320	Set default mouse modifier action for "MIDI note edge left drag" to "No action"
